full_route_case_id,tool_id,k,intermediate_smiles,upstream_true_node,downstream_true_node,original_pred_depth,shortest_predicted_path
FR-BBD3-PARENT-c1019,envipath_prediction,1,O=S(O)c1nc2ccccc2s1,Sc1nc2ccccc2s1,c1ccc2scnc2c1,1,Sc1nc2ccccc2s1->O=S(O)c1nc2ccccc2s1->c1ccc2scnc2c1
FR-BBD3-PARENT-c1531,envipath_prediction,1,OC1=C(O)c2cccc3cccc1c23,OC1c2cccc3cccc(c23)C1O,O=C1c2cccc3cccc(c23)C1O,2,OC1c2cccc3cccc(c23)C1O->OC1=C(O)c2cccc3cccc1c23->O=C1c2cccc3cccc(c23)C1O
FR-BBD3-PARENT-c0139,envipath_prediction,3,ClC1CC(Cl)C(Cl)C(Cl)C1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl->ClC1CC(Cl)C(Cl)C(Cl)C1Cl->OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
FR-BBD3-PARENT-c0612,envipath_prediction,3,CC=CCl,ClC=CCCl,OCC=CCl,1,ClC=CCCl->CC=CCl->OCC=CCl
FR-BBD3-PARENT-c1019,envipath_prediction,3,O=S(O)c1nc2ccccc2s1,Sc1nc2ccccc2s1,c1ccc2scnc2c1,1,Sc1nc2ccccc2s1->O=S(O)c1nc2ccccc2s1->c1ccc2scnc2c1
FR-BBD3-PARENT-c1285,envipath_prediction,3,CNC(=O)Oc1cccc2c1OC(C)(CO)C2,CNC(=O)Oc1cccc2c1OC(C)(C)C2,CN,1,CNC(=O)Oc1cccc2c1OC(C)(C)C2->CNC(=O)Oc1cccc2c1OC(C)(CO)C2->CN
FR-BBD3-PARENT-c1313,envipath_prediction,3,Cc1ccc([N+](=O)[O-])cc1NO,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Cc1ccc([N+](=O)[O-])cc1N,1,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]->Cc1ccc([N+](=O)[O-])cc1NO->Cc1ccc([N+](=O)[O-])cc1N
FR-BBD3-PARENT-c1352,envipath_prediction,3,CCN(CCO)C(=O)c1cccc(C)c1,CCN(CC)C(=O)c1cccc(C)c1,CCNC(=O)c1cccc(C)c1,1,CCN(CC)C(=O)c1cccc(C)c1->CCN(CCO)C(=O)c1cccc(C)c1->CCNC(=O)c1cccc(C)c1
FR-BBD3-PARENT-c1354,envipath_prediction,3,OC1COCCO1,C1COCCO1,O=C1COCCO1,1,C1COCCO1->OC1COCCO1->O=C1COCCO1
FR-BBD3-PARENT-c1354,envipath_prediction,3,O=CCOCCO,C1COCCO1,OCCO,2,C1COCCO1->OC1COCCO1->O=CCOCCO->OCCO
FR-BBD3-PARENT-c1441,envipath_prediction,3,CO,CCc1cccc(CC)c1N(COC)C(=O)CCl,C=O,1,CCc1cccc(CC)c1N(COC)C(=O)CCl->CO->C=O
FR-BBD3-PARENT-c0139,envipath_prediction,5,ClC1CC(Cl)C(Cl)C(Cl)C1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl->ClC1CC(Cl)C(Cl)C(Cl)C1Cl->OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
FR-BBD3-PARENT-c0626,envipath_prediction,5,CC1=CCC(C(C)C)CC1,C=C(C)C1CC=C(C)CC1,CC1=CCC(C(C)(C)O)CC1,1,C=C(C)C1CC=C(C)CC1->CC1=CCC(C(C)C)CC1->CC1=CCC(C(C)(C)O)CC1
FR-BBD3-PARENT-c0653,envipath_prediction,5,CC(CO)N(C(=O)CCl)c1ccccc1,CC(C)N(C(=O)CCl)c1ccccc1,Oc1ccccc1O,1,CC(C)N(C(=O)CCl)c1ccccc1->CC(CO)N(C(=O)CCl)c1ccccc1->Oc1ccccc1O
FR-BBD3-PARENT-c1019,envipath_prediction,5,O=S(O)c1nc2ccccc2s1,Sc1nc2ccccc2s1,c1ccc2scnc2c1,1,Sc1nc2ccccc2s1->O=S(O)c1nc2ccccc2s1->c1ccc2scnc2c1
FR-BBD3-PARENT-c1354,envipath_prediction,5,OC1COCCO1,C1COCCO1,O=C1COCCO1,1,C1COCCO1->OC1COCCO1->O=C1COCCO1
FR-BBD3-PARENT-c1354,envipath_prediction,5,O=CCOCCO,C1COCCO1,OCCO,2,C1COCCO1->OC1COCCO1->O=CCOCCO->OCCO
FR-BBD3-PARENT-c1441,envipath_prediction,5,CO,CCc1cccc(CC)c1N(COC)C(=O)CCl,C=O,1,CCc1cccc(CC)c1N(COC)C(=O)CCl->CO->C=O
FR-BBD3-PARENT-c0139,envipath_prediction,10,ClC1CC(Cl)C(Cl)C(Cl)C1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl->ClC1CC(Cl)C(Cl)C(Cl)C1Cl->OC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
FR-BBD3-PARENT-c0626,envipath_prediction,10,CC1=CCC(C(C)C)CC1,C=C(C)C1CC=C(C)CC1,CC1=CCC(C(C)(C)O)CC1,1,C=C(C)C1CC=C(C)CC1->CC1=CCC(C(C)C)CC1->CC1=CCC(C(C)(C)O)CC1
FR-BBD3-PARENT-c1019,envipath_prediction,10,O=S(O)c1nc2ccccc2s1,Sc1nc2ccccc2s1,c1ccc2scnc2c1,1,Sc1nc2ccccc2s1->O=S(O)c1nc2ccccc2s1->c1ccc2scnc2c1
FR-BBD3-PARENT-c1354,envipath_prediction,10,OC1COCCO1,C1COCCO1,O=C1COCCO1,1,C1COCCO1->OC1COCCO1->O=C1COCCO1
FR-BBD3-PARENT-c1354,envipath_prediction,10,O=CCOCCO,C1COCCO1,OCCO,2,C1COCCO1->OC1COCCO1->O=CCOCCO->OCCO
FR-BBD3-PARENT-c1441,envipath_prediction,10,CO,CCc1cccc(CC)c1N(COC)C(=O)CCl,C=O,1,CCc1cccc(CC)c1N(COC)C(=O)CCl->CO->C=O
FR-BBD3-PARENT-c0288,eclipse_predec,1,O=C([O-])C(O)Oc1ccc(Cl)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,1,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])C(O)Oc1ccc(Cl)cc1Cl->O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1Cl->O=C([O-])C(=O)Oc1ccc(Cl)cc1Cl->Oc1ccc(Cl)cc1Cl
FR-BBD3-PARENT-c0288,eclipse_predec,1,O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,2,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])C(O)Oc1ccc(Cl)cc1Cl->O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1Cl->O=C([O-])C(=O)Oc1ccc(Cl)cc1Cl->Oc1ccc(Cl)cc1Cl
FR-BBD3-PARENT-c0288,eclipse_predec,1,O=C([O-])C(=O)Oc1ccc(Cl)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,3,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])C(O)Oc1ccc(Cl)cc1Cl->O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1Cl->O=C([O-])C(=O)Oc1ccc(Cl)cc1Cl->Oc1ccc(Cl)cc1Cl
FR-BBD3-PARENT-c0288,eclipse_predec,3,O=C([O-])C(O)Oc1ccc(Cl)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,1,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])C(O)Oc1ccc(Cl)cc1Cl->O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1Cl->Oc1ccc(Cl)cc1Cl
FR-BBD3-PARENT-c0288,eclipse_predec,3,O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,2,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])C(O)Oc1ccc(Cl)cc1Cl->O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1Cl->Oc1ccc(Cl)cc1Cl
FR-BBD3-PARENT-c0486,eclipse_predec,3,C=O,ClC(Cl)(Cl)Cl,O=C[O-],2,ClC(Cl)(Cl)Cl->ClCCl->C=O->O=C[O-]
FR-BBD3-PARENT-c0639,eclipse_predec,3,O=[N+]([O-])N1CNCN([N+](=O)[O-])C1,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,O=[N+]([O-])N1C=NCN([N+](=O)[O-])C1,1,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1->O=[N+]([O-])N1CNCN([N+](=O)[O-])C1->O=[N+]([O-])N1C=NCN([N+](=O)[O-])C1
FR-BBD3-PARENT-c0765,eclipse_predec,3,Nc1ccc(Cl)cc1O,Nc1ccc(Cl)cc1,Oc1ccc(Cl)cc1O,1,Nc1ccc(Cl)cc1->Nc1ccc(Cl)cc1O->Oc1ccc(Cl)cc1O
FR-BBD3-PARENT-c0991,eclipse_predec,3,OC1c2ccccc2Cc2ccccc21,c1ccc2cc3ccccc3cc2c1,O=C1c2ccccc2C(=O)c2ccccc21,1,c1ccc2cc3ccccc3cc2c1->OC1c2ccccc2Cc2ccccc21->O=C1c2ccccc2C(O)c2ccccc21->O=C1c2ccccc2C(=O)c2ccccc21
FR-BBD3-PARENT-c0991,eclipse_predec,3,O=C1c2ccccc2C(O)c2ccccc21,c1ccc2cc3ccccc3cc2c1,O=C1c2ccccc2C(=O)c2ccccc21,2,c1ccc2cc3ccccc3cc2c1->OC1c2ccccc2Cc2ccccc21->O=C1c2ccccc2C(O)c2ccccc21->O=C1c2ccccc2C(=O)c2ccccc21
FR-BBD3-PARENT-c1013,eclipse_predec,3,CC(C)=CCCC(C)C=CC(=O)[O-],CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],2,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)C=CC(=O)[O-]->CC(C)=CCCC(C)C(O)CC(=O)[O-]->CC(C)=CCCC(C)=CC(=O)[O-]->CC(C)=CCCC(C)CC(=O)[O-]
FR-BBD3-PARENT-c1013,eclipse_predec,3,CC(C)=CCCC(C)C(O)CC(=O)[O-],CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],3,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)C=CC(=O)[O-]->CC(C)=CCCC(C)C(O)CC(=O)[O-]->CC(C)=CCCC(C)=CC(=O)[O-]->CC(C)=CCCC(C)CC(=O)[O-]
FR-BBD3-PARENT-c1013,eclipse_predec,3,CC(C)=CCCC(C)=CC(=O)[O-],CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],4,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)C=CC(=O)[O-]->CC(C)=CCCC(C)C(O)CC(=O)[O-]->CC(C)=CCCC(C)=CC(=O)[O-]->CC(C)=CCCC(C)CC(=O)[O-]
FR-BBD3-PARENT-c1019,eclipse_predec,3,O=S(=O)(O)c1nc2ccccc2s1,Sc1nc2ccccc2s1,c1ccc2scnc2c1,1,Sc1nc2ccccc2s1->O=S(=O)(O)c1nc2ccccc2s1->c1ccc2scnc2c1
FR-BBD3-PARENT-c1094,eclipse_predec,3,Cn1c(=O)c2[nH]c(=O)[nH]c(=O)c2n(C)c1=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,2,Cn1cnc2c1c(=O)[nH]c(=O)n2C->Cn1c(=O)c2[nH]c(=O)[nH]c(=O)c2n(C)c1=O->Cn1c(=O)[nH]c2c(=O)n(C)c(=O)n(C)c2c1=O->Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O
FR-BBD3-PARENT-c1094,eclipse_predec,3,Cn1c(=O)[nH]c2c(=O)n(C)c(=O)n(C)c2c1=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,3,Cn1cnc2c1c(=O)[nH]c(=O)n2C->Cn1c(=O)c2[nH]c(=O)[nH]c(=O)c2n(C)c1=O->Cn1c(=O)[nH]c2c(=O)n(C)c(=O)n(C)c2c1=O->Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O
FR-BBD3-PARENT-c1285,eclipse_predec,3,C=C(C)Cc1cccc(O)c1O,CNC(=O)Oc1cccc(CC(C)(C)O)c1O,CC(C)(O)Cc1cccc(O)c1O,2,CNC(=O)Oc1cccc(CC(C)(C)O)c1O->C=C(C)Cc1cccc(O)c1O->CC1(C)Cc2cccc(O)c2O1->CC(C)(O)Cc1cccc(O)c1O
FR-BBD3-PARENT-c1296,eclipse_predec,3,Cc1n[nH]c(=O)c(-c2ccccc2)n1,Cc1nnc(-c2ccccc2)c(=O)n1N,CC(=O)NN=C(C(=O)[O-])c1ccccc1,1,Cc1nnc(-c2ccccc2)c(=O)n1N->Cc1n[nH]c(=O)c(-c2ccccc2)n1->CC(=O)NN=C(C(=O)[O-])c1ccccc1
FR-BBD3-PARENT-c1313,eclipse_predec,3,Cc1ccc(NO)cc1N,Cc1ccc([N+](=O)[O-])cc1N,Cc1ccc(N)cc1N,2,Cc1ccc([N+](=O)[O-])cc1N->Cc1ccc(NO)cc1N->Cc1ccc(N)cc1N
FR-BBD3-PARENT-c1457,eclipse_predec,3,CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC.CO,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC,2,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC.CO->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC
FR-BBD3-PARENT-c1481,eclipse_predec,3,CO.CSP(=O)([O-])[O-],COP(=O)([O-])SC,CO,2,COP(=O)([O-])SC->CO.CSP(=O)([O-])[O-]->CSP(=O)(O)O->CS->CSSC->CO
FR-BBD3-PARENT-c1481,eclipse_predec,3,CSP(=O)(O)O,COP(=O)([O-])SC,CO,3,COP(=O)([O-])SC->CO.CSP(=O)([O-])[O-]->CSP(=O)(O)O->CS->CSSC->CO
FR-BBD3-PARENT-c1481,eclipse_predec,3,CSSC,COP(=O)([O-])SC,CO,5,COP(=O)([O-])SC->CO.CSP(=O)([O-])[O-]->CSP(=O)(O)O->CS->CSSC->CO
FR-BBD3-CAND-c1570,eclipse_predec,3,CC(=O)[O-].NC(CC(=O)[O-])C(=O)[O-],O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-],O=C([O-])C=CC(=O)[O-],1,O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-]->CC(=O)[O-].NC(CC(=O)[O-])C(=O)[O-]->O=C([O-])CC(O)C(=O)[O-]->O=C([O-])C=CC(=O)[O-]
FR-BBD3-CAND-c1570,eclipse_predec,3,O=C([O-])CC(O)C(=O)[O-],O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-],O=C([O-])C=CC(=O)[O-],2,O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-]->CC(=O)[O-].NC(CC(=O)[O-])C(=O)[O-]->O=C([O-])CC(O)C(=O)[O-]->O=C([O-])C=CC(=O)[O-]
FR-BBD3-PARENT-c0116,eclipse_predec,5,OCCc1ccccc1,CC(=O)c1ccccc1,O=C([O-])CC(=O)c1ccccc1,2,CC(=O)c1ccccc1->CC(O)c1ccccc1->OCCc1ccccc1->O=C([O-])CCc1ccccc1->O=C([O-])C=Cc1ccccc1->O=C([O-])CC(=O)c1ccccc1
FR-BBD3-PARENT-c0116,eclipse_predec,5,O=C([O-])CCc1ccccc1,CC(=O)c1ccccc1,O=C([O-])CC(=O)c1ccccc1,3,CC(=O)c1ccccc1->CC(O)c1ccccc1->OCCc1ccccc1->O=C([O-])CCc1ccccc1->O=C([O-])C=Cc1ccccc1->O=C([O-])CC(=O)c1ccccc1
FR-BBD3-PARENT-c0116,eclipse_predec,5,O=C([O-])C=Cc1ccccc1,CC(=O)c1ccccc1,O=C([O-])CC(=O)c1ccccc1,4,CC(=O)c1ccccc1->CC(O)c1ccccc1->OCCc1ccccc1->O=C([O-])CCc1ccccc1->O=C([O-])C=Cc1ccccc1->O=C([O-])CC(=O)c1ccccc1
FR-BBD3-PARENT-c0134,eclipse_predec,5,NCP(=O)([O-])[O-].O=CC(=O)[O-],O=C([O-])CNCP(=O)([O-])[O-],O=CC(=O)[O-],1,O=C([O-])CNCP(=O)([O-])[O-]->NCP(=O)([O-])[O-].O=CC(=O)[O-]->O=C([O-])C(O)C(=O)[O-]->O=C([O-])C(=O)[O-]->O=CC(=O)[O-]
FR-BBD3-PARENT-c0134,eclipse_predec,5,O=C([O-])C(O)C(=O)[O-],O=C([O-])CNCP(=O)([O-])[O-],O=CC(=O)[O-],2,O=C([O-])CNCP(=O)([O-])[O-]->NCP(=O)([O-])[O-].O=CC(=O)[O-]->O=C([O-])C(O)C(=O)[O-]->O=C([O-])C(=O)[O-]->O=CC(=O)[O-]
FR-BBD3-PARENT-c0134,eclipse_predec,5,O=C([O-])C(=O)[O-],O=C([O-])CNCP(=O)([O-])[O-],O=CC(=O)[O-],3,O=C([O-])CNCP(=O)([O-])[O-]->NCP(=O)([O-])[O-].O=CC(=O)[O-]->O=C([O-])C(O)C(=O)[O-]->O=C([O-])C(=O)[O-]->O=CC(=O)[O-]
FR-BBD3-PARENT-c0288,eclipse_predec,5,O=C([O-])C(=O)Oc1ccc(Cl)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,1,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])C(=O)Oc1ccc(Cl)cc1Cl->Oc1ccc(Cl)cc1Cl
FR-BBD3-PARENT-c0352,eclipse_predec,5,O=C([O-])C1(O)CC1,NC1(C(=O)[O-])CC1,CCC(=O)C(=O)[O-],1,NC1(C(=O)[O-])CC1->O=C([O-])C1(O)CC1->CCC(=O)C(=O)[O-]
FR-BBD3-PARENT-c0407,eclipse_predec,5,CC12C=CC(CC1=O)C2(C)C,CC12CCC(CC1=O)C2(C)C,CC12CC(O)C(CC1=O)C2(C)C,1,CC12CCC(CC1=O)C2(C)C->CC12C=CC(CC1=O)C2(C)C->CC12CC(O)C(CC1=O)C2(C)C
FR-BBD3-PARENT-c0486,eclipse_predec,5,C=O,ClC(Cl)(Cl)Cl,O=C[O-],2,ClC(Cl)(Cl)Cl->ClCCl->C=O->O=C[O-]
FR-BBD3-PARENT-c0653,eclipse_predec,5,CC(C)N(C(=O)CO)c1ccccc1.O,CC(C)N(C(=O)CCl)c1ccccc1,CC(=O)N(c1ccccc1)C(C)C,1,CC(C)N(C(=O)CCl)c1ccccc1->CC(C)N(C(=O)CO)c1ccccc1.O->CC(=O)N(c1ccccc1)C(C)C
FR-BBD3-PARENT-c0691,eclipse_predec,5,C=O.CP(=O)([O-])O,CP(C)(=O)[O-],CP(=O)([O-])[O-],1,CP(C)(=O)[O-]->C=O.CP(=O)([O-])O->CP(=O)([O-])[O-]
FR-BBD3-PARENT-c0764,eclipse_predec,5,CC(C)(O)c1ccc(O)cc1.Oc1ccc(O)cc1,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,Oc1ccc(O)cc1,1,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1->CC(C)(O)c1ccc(O)cc1.Oc1ccc(O)cc1->Oc1ccc(O)cc1
FR-BBD3-PARENT-c0765,eclipse_predec,5,Nc1ccc(Cl)cc1O,Nc1ccc(Cl)cc1,Oc1ccc(Cl)cc1O,1,Nc1ccc(Cl)cc1->Nc1ccc(Cl)cc1O->Oc1ccc(Cl)cc1O
FR-BBD3-PARENT-c0991,eclipse_predec,5,OC1c2ccccc2Cc2ccccc21,c1ccc2cc3ccccc3cc2c1,O=C1c2ccccc2C(=O)c2ccccc21,1,c1ccc2cc3ccccc3cc2c1->OC1c2ccccc2Cc2ccccc21->O=C1c2ccccc2C(=O)c2ccccc21
FR-BBD3-PARENT-c1013,eclipse_predec,5,CC(C)=CCCC(C)C=CC(=O)[O-],CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],2,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)C=CC(=O)[O-]->CC(C)=CCCC(C)C(O)CC(=O)[O-]->CC(C)=CCCC(C)=CC(=O)[O-]->CC(C)=CCCC(C)CC(=O)[O-]
FR-BBD3-PARENT-c1013,eclipse_predec,5,CC(C)=CCCC(C)C(O)CC(=O)[O-],CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],3,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)C=CC(=O)[O-]->CC(C)=CCCC(C)C(O)CC(=O)[O-]->CC(C)=CCCC(C)=CC(=O)[O-]->CC(C)=CCCC(C)CC(=O)[O-]
FR-BBD3-PARENT-c1013,eclipse_predec,5,CC(C)=CCCC(C)=CC(=O)[O-],CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],4,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)C=CC(=O)[O-]->CC(C)=CCCC(C)C(O)CC(=O)[O-]->CC(C)=CCCC(C)=CC(=O)[O-]->CC(C)=CCCC(C)CC(=O)[O-]
FR-BBD3-PARENT-c1094,eclipse_predec,5,Cn1c(=O)c2[nH]c(=O)[nH]c(=O)c2n(C)c1=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,2,Cn1cnc2c1c(=O)[nH]c(=O)n2C->Cn1c(=O)c2[nH]c(=O)[nH]c(=O)c2n(C)c1=O->Cn1c(=O)[nH]c2c(=O)n(C)c(=O)n(C)c2c1=O->Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O
FR-BBD3-PARENT-c1094,eclipse_predec,5,Cn1c(=O)[nH]c2c(=O)n(C)c(=O)n(C)c2c1=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,3,Cn1cnc2c1c(=O)[nH]c(=O)n2C->Cn1c(=O)c2[nH]c(=O)[nH]c(=O)c2n(C)c1=O->Cn1c(=O)[nH]c2c(=O)n(C)c(=O)n(C)c2c1=O->Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O
FR-BBD3-PARENT-c1285,eclipse_predec,5,C=C(C)Cc1cccc(O)c1O,CNC(=O)Oc1cccc(CC(C)(C)O)c1O,CC(C)(O)Cc1cccc(O)c1O,2,CNC(=O)Oc1cccc(CC(C)(C)O)c1O->C=C(C)Cc1cccc(O)c1O->CC1(C)Cc2cccc(O)c2O1->CC(C)(O)Cc1cccc(O)c1O
FR-BBD3-PARENT-c1296,eclipse_predec,5,Cc1n[nH]c(=O)c(-c2ccccc2)n1,Cc1nnc(-c2ccccc2)c(=O)n1N,CC(=O)NN=C(C(=O)[O-])c1ccccc1,1,Cc1nnc(-c2ccccc2)c(=O)n1N->Cc1n[nH]c(=O)c(-c2ccccc2)n1->CC(=O)NN=C(C(=O)[O-])c1ccccc1
FR-BBD3-PARENT-c1313,eclipse_predec,5,Cc1ccc(NO)cc1N,Cc1ccc([N+](=O)[O-])cc1N,Cc1ccc(N)cc1N,2,Cc1ccc([N+](=O)[O-])cc1N->Cc1ccc(NO)cc1N->Cc1ccc(N)cc1N
FR-BBD3-PARENT-c1352,eclipse_predec,5,CCN(CC)C(=O)[O-].Cc1ccccc1,CCN(CC)C(=O)c1cccc(C)c1,CCNCC,1,CCN(CC)C(=O)c1cccc(C)c1->CCN(CC)C(=O)[O-].Cc1ccccc1->CCNCC
FR-BBD3-PARENT-c1354,eclipse_predec,5,OC1COCCO1,C1COCCO1,O=C1COCCO1,1,C1COCCO1->OC1COCCO1->O=C1COCCO1
FR-BBD3-PARENT-c1441,eclipse_predec,5,C=O.CCc1cccc(CC)c1NC(=O)CCl,CCc1cccc(CC)c1N(COC)C(=O)CCl,C=O,1,CCc1cccc(CC)c1N(COC)C(=O)CCl->C=O.CCc1cccc(CC)c1NC(=O)CCl->C=O
FR-BBD3-PARENT-c1457,eclipse_predec,5,CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC.CO,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCO,1,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC.CO->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)O->CCOC(=O)CC(SP(=O)([O-])[O-])C(=O)[O-]->CCOC(=O)CCSP(=O)([O-])[O-]->CCOP(=O)([O-])[O-]->CCO
FR-BBD3-PARENT-c1457,eclipse_predec,5,CCOC(=O)CC(SP(=O)([O-])OC)C(=O)O,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCO,2,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC.CO->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)O->CCOC(=O)CC(SP(=O)([O-])[O-])C(=O)[O-]->CCOC(=O)CCSP(=O)([O-])[O-]->CCOP(=O)([O-])[O-]->CCO
FR-BBD3-PARENT-c1457,eclipse_predec,5,CCOC(=O)CC(SP(=O)([O-])[O-])C(=O)[O-],CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCO,3,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC.CO->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)O->CCOC(=O)CC(SP(=O)([O-])[O-])C(=O)[O-]->CCOC(=O)CCSP(=O)([O-])[O-]->CCOP(=O)([O-])[O-]->CCO
FR-BBD3-PARENT-c1457,eclipse_predec,5,CCOC(=O)CCSP(=O)([O-])[O-],CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCO,4,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC.CO->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)O->CCOC(=O)CC(SP(=O)([O-])[O-])C(=O)[O-]->CCOC(=O)CCSP(=O)([O-])[O-]->CCOP(=O)([O-])[O-]->CCO
FR-BBD3-PARENT-c1457,eclipse_predec,5,CCOP(=O)([O-])[O-],CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCO,5,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC.CO->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)O->CCOC(=O)CC(SP(=O)([O-])[O-])C(=O)[O-]->CCOC(=O)CCSP(=O)([O-])[O-]->CCOP(=O)([O-])[O-]->CCO
