original_uid,original_final_status,original_sequence_length,original_sequence_sha256,original_afdb_http_status_from_source_package,uniprot_lookup_status,uniprot_http_status,uniprot_primary_accession,uniprot_secondary_accessions_json,uniprot_entry_type,uniprot_id,organism,canonical_sequence_length,canonical_sequence_sha256,primary_differs_from_original,candidate_accessions_probed_json,afdb_v6_probe_results_json,afdb_v6_available_accessions_json,reviewed_accession_candidate,reviewed_accession_action,candidate_reason,replacement_performed,asset_generation_started,formal_assets_mutated,production_pool_mutated,production_d4_mutated,retryable,review_notes
P10447,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,439,aa8f24280e695bf75c9947ed1e5ca50255e599467631504e651b3d356f2e9715,404,DIRECT_LOOKUP_SUCCESS,200,P10447,[],UniProtKB reviewed (Swiss-Prot),ABL_FSVHY,Feline sarcoma virus (strain Hardy-Zuckerman 2),439,aa8f24280e695bf75c9947ed1e5ca50255e599467631504e651b3d356f2e9715,False,"[""P10447""]","{""P10447"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P10533,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,367,d1ac9e8f07844ee222ba96d5c8ebb53e98753305f4e7dc5e34f358b1ecd7c426,404,DIRECT_LOOKUP_SUCCESS,200,P10533,"[""Q85612"", ""Q85613"", ""Q85614""]",UniProtKB reviewed (Swiss-Prot),RMIL_AVII1,Avian retrovirus IC10,367,d1ac9e8f07844ee222ba96d5c8ebb53e98753305f4e7dc5e34f358b1ecd7c426,False,"[""P10533"", ""Q85612"", ""Q85613"", ""Q85614""]","{""P10533"": 404, ""Q85612"": 404, ""Q85613"": 404, ""Q85614"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P10748,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,520,1733cd94d8bb19273a78c711399bffe0f446c4055291f85fd2475c03beeecc70,404,DIRECT_LOOKUP_SUCCESS,200,P10748,[],UniProtKB reviewed (Swiss-Prot),AROA_SOLLC,Solanum lycopersicum,520,1733cd94d8bb19273a78c711399bffe0f446c4055291f85fd2475c03beeecc70,False,"[""P10748""]","{""P10748"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P10835,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,377,0edd74772345ca29223d23aef7a8cdd704f968c91c243b056c22374db20c4f5e,404,DIRECT_LOOKUP_SUCCESS,200,P10835,[],UniProtKB reviewed (Swiss-Prot),MTC3_PBCVC,Paramecium bursaria Chlorella virus NC1A,377,0edd74772345ca29223d23aef7a8cdd704f968c91c243b056c22374db20c4f5e,False,"[""P10835""]","{""P10835"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11014,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,332,251b290706226515a9a22b1943d5ea65879fe5e6392ad4d1b271b5406c089014,404,DIRECT_LOOKUP_SUCCESS,200,P11014,"[""B3VMQ2""]",UniProtKB reviewed (Swiss-Prot),PKG16_BPPH2,Bacillus phage phi29,332,251b290706226515a9a22b1943d5ea65879fe5e6392ad4d1b271b5406c089014,False,"[""P11014"", ""B3VMQ2""]","{""P11014"": 404, ""B3VMQ2"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11037,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,230,3fcd924d5dde15078823479ef7a4328bbf028ee0e64c50a343b26e66956ad644,404,DIRECT_LOOKUP_SUCCESS,200,P11037,[],UniProtKB reviewed (Swiss-Prot),POXIN_NPVOP,Orgyia pseudotsugata multicapsid polyhedrosis virus,230,3fcd924d5dde15078823479ef7a4328bbf028ee0e64c50a343b26e66956ad644,False,"[""P11037""]","{""P11037"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11107,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,450,260fafbbc874747835a19ce767cf5284babb1e13142c9a63dc5b75d139690491,404,DIRECT_LOOKUP_SUCCESS,200,P11107,"[""Q5DMH9"", ""Q66LU1""]",UniProtKB reviewed (Swiss-Prot),HEL10_BPT5,Escherichia phage T5,450,260fafbbc874747835a19ce767cf5284babb1e13142c9a63dc5b75d139690491,False,"[""P11107"", ""Q5DMH9"", ""Q66LU1""]","{""P11107"": 404, ""Q5DMH9"": 404, ""Q66LU1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11156,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,388,8a51e07323d1edeb492b02cd50ac7b1bc93a7e023f497a99bf3165bf8fa39303,404,DIRECT_LOOKUP_SUCCESS,200,P11156,"[""Q96211""]",UniProtKB reviewed (Swiss-Prot),RIR2_BPT4,Enterobacteria phage T4,388,8a51e07323d1edeb492b02cd50ac7b1bc93a7e023f497a99bf3165bf8fa39303,False,"[""P11156"", ""Q96211""]","{""P11156"": 404, ""Q96211"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11158,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,319,03a478dd9d7373695d43ca27e345abe0cc990f075dfea770d79339638b25fc3b,404,DIRECT_LOOKUP_SUCCESS,200,P11158,"[""Q76ZX1""]",UniProtKB reviewed (Swiss-Prot),RIR2_VACCW,Vaccinia virus (strain Western Reserve),319,03a478dd9d7373695d43ca27e345abe0cc990f075dfea770d79339638b25fc3b,False,"[""P11158"", ""Q76ZX1""]","{""P11158"": 404, ""Q76ZX1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11273,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,540,00a1252bd6d973537793c7bfdc2cedf269dac820d884da9074fc67fa068394b7,404,DIRECT_LOOKUP_SUCCESS,200,P11273,[],UniProtKB reviewed (Swiss-Prot),ERBB_AVIEU,Avian erythroblastosis virus (strain ts167),540,00a1252bd6d973537793c7bfdc2cedf269dac820d884da9074fc67fa068394b7,False,"[""P11273""]","{""P11273"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11298,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,604,1882e58657260a5035f221745dffbbbe2c67610e5570a5877c4f0ef3b2f38928,404,DIRECT_LOOKUP_SUCCESS,200,P11298,[],UniProtKB reviewed (Swiss-Prot),VE1_BPV2,Bos taurus papillomavirus 2,604,1882e58657260a5035f221745dffbbbe2c67610e5570a5877c4f0ef3b2f38928,False,"[""P11298""]","{""P11298"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11328,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,611,5842a64b76ab771ea039139c955d24d7fbb26e1dd69c864800fee03cd58c2755,404,DIRECT_LOOKUP_SUCCESS,200,P11328,[],UniProtKB reviewed (Swiss-Prot),VE1_PAPVE,European elk papillomavirus,611,5842a64b76ab771ea039139c955d24d7fbb26e1dd69c864800fee03cd58c2755,False,"[""P11328""]","{""P11328"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11352,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,201,edcfb1a7f4c6ec7b87f1ab778816c95e5a4a9f9461adeec76b18508ffad6cbb7,404,DIRECT_LOOKUP_SUCCESS,200,P11352,"[""P12079"", ""Q544W3"", ""Q5RJH8"", ""Q9CR54""]",UniProtKB reviewed (Swiss-Prot),GPX1_MOUSE,Mus musculus,201,edcfb1a7f4c6ec7b87f1ab778816c95e5a4a9f9461adeec76b18508ffad6cbb7,False,"[""P11352"", ""P12079"", ""Q544W3"", ""Q5RJH8"", ""Q9CR54""]","{""P11352"": 404, ""P12079"": 404, ""Q544W3"": 404, ""Q5RJH8"": 404, ""Q9CR54"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11887,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,30,efb5321fd5680a6ca9fe72d1c3fb6d3e3c176eb80de478fc4f561f385fd7c89f,404,DIRECT_LOOKUP_SUCCESS,200,P11887,[],UniProtKB reviewed (Swiss-Prot),2ENR_CLOTY,Clostridium tyrobutyricum,30,efb5321fd5680a6ca9fe72d1c3fb6d3e3c176eb80de478fc4f561f385fd7c89f,False,"[""P11887""]","{""P11887"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11909,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,200,ca1c8ad1c7a9ecd2bffb6dca4f277e9bec56a80133ab996e8429bec3792bbb2e,404,DIRECT_LOOKUP_SUCCESS,200,P11909,[],UniProtKB reviewed (Swiss-Prot),GPX1_RABIT,Oryctolagus cuniculus,200,ca1c8ad1c7a9ecd2bffb6dca4f277e9bec56a80133ab996e8429bec3792bbb2e,False,"[""P11909""]","{""P11909"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P11918,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,15,c06efe1036bd37ac799c8e365025b893d8fab487768071783da3ec999643aac2,404,DIRECT_LOOKUP_SUCCESS,200,P11918,[],UniProtKB reviewed (Swiss-Prot),KLOM_LUMTE,Lumbricus terrestris,15,c06efe1036bd37ac799c8e365025b893d8fab487768071783da3ec999643aac2,False,"[""P11918""]","{""P11918"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12320,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,39,10a34af50ce0ec28e332d2fab469c0d3e05887474950249f388144074586726d,404,DIRECT_LOOKUP_SUCCESS,200,P12320,[],UniProtKB reviewed (Swiss-Prot),TRPD_PECCA,Pectobacterium carotovorum,39,10a34af50ce0ec28e332d2fab469c0d3e05887474950249f388144074586726d,False,"[""P12320""]","{""P12320"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12366,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,804,45ea4414a115b2cd70d062cbf16b2edb5fbf670e54ffa9f1c6b25c1ef2c97e22,404,DIRECT_LOOKUP_SUCCESS,200,P12366,[],UniProtKB reviewed (Swiss-Prot),MCE_WTV,Wound tumor virus,804,45ea4414a115b2cd70d062cbf16b2edb5fbf670e54ffa9f1c6b25c1ef2c97e22,False,"[""P12366""]","{""P12366"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12381,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,9,1c8af692c6132858b60e51dcacb0e164084a43b3a9d5d84dc261030e7b72ce62,404,DIRECT_LOOKUP_SUCCESS,200,P12381,[],UniProtKB reviewed (Swiss-Prot),HUTU_KLEAE,Klebsiella aerogenes,9,1c8af692c6132858b60e51dcacb0e164084a43b3a9d5d84dc261030e7b72ce62,False,"[""P12381""]","{""P12381"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12427,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,259,08ab0ce59cb7973a24408c516f3bc8fd31a5e910ed3cb9302e1b9a57cce6edf9,404,DIRECT_LOOKUP_SUCCESS,200,P12427,[],UniProtKB reviewed (Swiss-Prot),DMA_BPT2,Enterobacteria phage T2,259,08ab0ce59cb7973a24408c516f3bc8fd31a5e910ed3cb9302e1b9a57cce6edf9,False,"[""P12427""]","{""P12427"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12431,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,374,c7d799a141b378627d96456217a8a23e98331cc8ea1feb5178357b5d96103d52,404,DIRECT_LOOKUP_SUCCESS,200,P12431,[],UniProtKB reviewed (Swiss-Prot),ACTM_STRPU,Strongylocentrotus purpuratus,374,c7d799a141b378627d96456217a8a23e98331cc8ea1feb5178357b5d96103d52,False,"[""P12431""]","{""P12431"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12462,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,290,63f626972b091c52de08367f69b9d952b9fdb81729905dd40128548cc190db7d,404,DIRECT_LOOKUP_SUCCESS,200,P12462,[],UniProtKB reviewed (Swiss-Prot),TYSY_HSVAT,Herpesvirus ateles,290,63f626972b091c52de08367f69b9d952b9fdb81729905dd40128548cc190db7d,False,"[""P12462""]","{""P12462"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12726,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,682,a2e5d69292a527a6851bd2fa42816f8b4b48f24df537f8bf813b4bb35ace70f7,404,DIRECT_LOOKUP_SUCCESS,200,P12726,[],UniProtKB reviewed (Swiss-Prot),ALT_BPT4,Enterobacteria phage T4,682,a2e5d69292a527a6851bd2fa42816f8b4b48f24df537f8bf813b4bb35ace70f7,False,"[""P12726""]","{""P12726"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12848,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,771,80a7a8a5d51fa465ff87aec0354c000ecbb565d6a6de5890931f0748b609ab7d,404,DIRECT_LOOKUP_SUCCESS,200,P12848,"[""Q76ZU9""]",UniProtKB reviewed (Swiss-Prot),RIR1_VACCW,Vaccinia virus (strain Western Reserve),771,80a7a8a5d51fa465ff87aec0354c000ecbb565d6a6de5890931f0748b609ab7d,False,"[""P12848"", ""Q76ZU9""]","{""P12848"": 404, ""Q76ZU9"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12905,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,777,1119320aefb83092778f396861b119b88d54b9a98d3df8ad81150ffd006c8b17,404,DIRECT_LOOKUP_SUCCESS,200,P12905,[],UniProtKB reviewed (Swiss-Prot),LT_POVMC,Murine polyomavirus (strain Crawford small-plaque),777,1119320aefb83092778f396861b119b88d54b9a98d3df8ad81150ffd006c8b17,False,"[""P12905""]","{""P12905"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12927,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,676,accd1126f995898cb11f1e5e138cf3f6dc5e7e2f4c235ff32b12ba8e54250efc,404,DIRECT_LOOKUP_SUCCESS,200,P12927,"[""Q76ZU5""]",UniProtKB reviewed (Swiss-Prot),NPH2_VACCW,Vaccinia virus (strain Western Reserve),676,accd1126f995898cb11f1e5e138cf3f6dc5e7e2f4c235ff32b12ba8e54250efc,False,"[""P12927"", ""Q76ZU5""]","{""P12927"": 404, ""Q76ZU5"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P12929,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,668,32d8ee0a3d7dc17cd11ca0628b9243093441308fae7c22ee6bafb6b4de044903,404,DIRECT_LOOKUP_SUCCESS,200,P12929,[],UniProtKB reviewed (Swiss-Prot),NS1_PAVCN,Canine parvovirus type 2 (isolate Dog/United States/CPV-N/1978),668,32d8ee0a3d7dc17cd11ca0628b9243093441308fae7c22ee6bafb6b4de044903,False,"[""P12929""]","{""P12929"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P13071,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,5,87828acaf0e8da705ebfae04b7b2c3f53bd67ebffe5a1c681227f15d9ec355ef,404,DIRECT_LOOKUP_SUCCESS,200,P13071,[],UniProtKB reviewed (Swiss-Prot),BIOA_CITFR,Citrobacter freundii,5,87828acaf0e8da705ebfae04b7b2c3f53bd67ebffe5a1c681227f15d9ec355ef,False,"[""P13071""]","{""P13071"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P13157,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,310,a69b5173e0a326ae4d1fdf083bdb85e8770972fcf9d205d552029044bd312afc,404,DIRECT_LOOKUP_SUCCESS,200,P13157,[],UniProtKB reviewed (Swiss-Prot),KITH_MEHVF,Meleagrid herpesvirus 1 (strain FC126),310,a69b5173e0a326ae4d1fdf083bdb85e8770972fcf9d205d552029044bd312afc,False,"[""P13157""]","{""P13157"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P13159,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,343,d220c52e3a8c4e47b6a02311684e8356ecc04782c95ccfb2f06a3bc28ef87d4c,404,DIRECT_LOOKUP_SUCCESS,200,P13159,[],UniProtKB reviewed (Swiss-Prot),KITH_FHV1,Feline herpesvirus 1,343,d220c52e3a8c4e47b6a02311684e8356ecc04782c95ccfb2f06a3bc28ef87d4c,False,"[""P13159""]","{""P13159"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P13287,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,481,eb1c8cfc68e75aae49e7a0319bb0899890d33f3a03f824280aae9fc31511bfb5,404,DIRECT_LOOKUP_SUCCESS,200,P13287,[],UniProtKB reviewed (Swiss-Prot),US03_HHV2H,Human herpesvirus 2 (strain HG52),481,eb1c8cfc68e75aae49e7a0319bb0899890d33f3a03f824280aae9fc31511bfb5,False,"[""P13287""]","{""P13287"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P13288,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,429,d096a7893d8d66cdb4df5eba8f9c9476b17fa685cc6053715bf08e0d3eecbcda,404,DIRECT_LOOKUP_SUCCESS,200,P13288,"[""Q777D1""]",UniProtKB reviewed (Swiss-Prot),KR2_EBVB9,Epstein-Barr virus (strain B95-8),429,d096a7893d8d66cdb4df5eba8f9c9476b17fa685cc6053715bf08e0d3eecbcda,False,"[""P13288"", ""Q777D1""]","{""P13288"": 404, ""Q777D1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P13300,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,193,9df1cbb7b23a67a853bd2643b57ad6af8dc32102a0eaa3cfec000ab9491e2bf7,404,DIRECT_LOOKUP_SUCCESS,200,P13300,[],UniProtKB reviewed (Swiss-Prot),KITH_BPT4,Enterobacteria phage T4,193,9df1cbb7b23a67a853bd2643b57ad6af8dc32102a0eaa3cfec000ab9491e2bf7,False,"[""P13300""]","{""P13300"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P13771,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,312,45cd9722c67c5712821d6163f27cc43bb3fa9eed991307489a56773f60be7b34,404,DIRECT_LOOKUP_SUCCESS,200,P13771,"[""C9DGL2""]",UniProtKB reviewed (Swiss-Prot),TARGB_BPD10,Escherichia phage D108,312,45cd9722c67c5712821d6163f27cc43bb3fa9eed991307489a56773f60be7b34,False,"[""P13771"", ""C9DGL2""]","{""P13771"": 404, ""C9DGL2"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P13894,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,587,22c15a3a73ad5efc64fb51d5b6cd28efd869b7f310a6bb12468e64386e227e6e,404,DIRECT_LOOKUP_SUCCESS,200,P13894,[],UniProtKB reviewed (Swiss-Prot),LT_BFPYV,Budgerigar fledgling disease virus,587,22c15a3a73ad5efc64fb51d5b6cd28efd869b7f310a6bb12468e64386e227e6e,False,"[""P13894""]","{""P13894"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P14084,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,568,faf631dcde5683094ae52649b3a1afd5a96c14ac7ab2e2e9902d9c2d94607527,404,DIRECT_LOOKUP_SUCCESS,200,P14084,[],UniProtKB reviewed (Swiss-Prot),SRC_AVISS,Avian sarcoma virus (strain S1),568,faf631dcde5683094ae52649b3a1afd5a96c14ac7ab2e2e9902d9c2d94607527,False,"[""P14084""]","{""P14084"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P14085,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,557,f174f95edf4ed871a5ddbcda65a9a19acd5f66bba1e4f9d008f12672ac956ed7,404,DIRECT_LOOKUP_SUCCESS,200,P14085,[],UniProtKB reviewed (Swiss-Prot),SRC_AVIST,Avian sarcoma virus (strain S2),557,f174f95edf4ed871a5ddbcda65a9a19acd5f66bba1e4f9d008f12672ac956ed7,False,"[""P14085""]","{""P14085"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P14217,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,647,008f43f5f4d5d817dcdc4e57e3af5ec0e249b9c210906c6514f3824920a3da9b,404,DIRECT_LOOKUP_SUCCESS,200,P14217,[],UniProtKB reviewed (Swiss-Prot),ARS_CHLRE,Chlamydomonas reinhardtii,647,008f43f5f4d5d817dcdc4e57e3af5ec0e249b9c210906c6514f3824920a3da9b,False,"[""P14217""]","{""P14217"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P14396,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,154,bb7d011e9cb04995fbded4af95fd7bf67b4e5f02bb808d0abc23904dba8b7a97,404,DIRECT_LOOKUP_SUCCESS,200,P14396,[],UniProtKB reviewed (Swiss-Prot),MYG_CASFI,Castor fiber,154,bb7d011e9cb04995fbded4af95fd7bf67b4e5f02bb808d0abc23904dba8b7a97,False,"[""P14396""]","{""P14396"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P14398,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,149,b8e1b179b48d63ef283ae8fb512f4cdafce9472eadde07e00fd4cfbf21266b94,404,DIRECT_LOOKUP_SUCCESS,200,P14398,[],UniProtKB reviewed (Swiss-Prot),MYG_HEMJP,Hemitriakis japanica,149,b8e1b179b48d63ef283ae8fb512f4cdafce9472eadde07e00fd4cfbf21266b94,False,"[""P14398""]","{""P14398"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P14405,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,12,c5d274f2a78b98c6aed461d19c4c92a37a5bf83734cadb7daa8b173569f94fbb,404,DIRECT_LOOKUP_SUCCESS,200,P14405,[],UniProtKB reviewed (Swiss-Prot),XYLA_STRVN,Streptomyces violaceoruber,12,c5d274f2a78b98c6aed461d19c4c92a37a5bf83734cadb7daa8b173569f94fbb,False,"[""P14405""]","{""P14405"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
