UniprotID,sequence_source,sequence_length,sequence_sha256,f3_missing_valid_pocket_member,final_missing_pocket_member,phase1_100uid_member,phase1_result_if_any,sampling_stratum_if_available,manifest_derivation
B9WCK0,packaged_uid2seq_pkl,167,84199e8660d959337426cc1241141cfe883f9c591c414a799f0fa7b761ce007c,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0H559,packaged_uid2seq_pkl,184,e8098097aa056b6ebc76f2623117c814db52d2e2a04de767934a5342ae3384d6,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HJL9,packaged_uid2seq_pkl,15,3db0cdeece64051dd476c3396892c271a976380ff2f56917173192b2a9509365,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HJP9,packaged_uid2seq_pkl,45,1d50aff669285ade6282c4c943458a75d58903d8f922fc6ca369272cc9dd0aa4,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HLB8,packaged_uid2seq_pkl,32,0ab12627e154a4ef86feb65a5e45b2f68eb0f6f9dd494d1bee993ec17f94e25a,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HLL7,packaged_uid2seq_pkl,50,a57b9cc72e79873cf157d7cac393df1d80e66468c30229e9e8a674420085bc4b,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HLL8,packaged_uid2seq_pkl,49,9a658aaece7fa5d6a01f3f584a849a3f24192e1a042eb9068a8194d223c48046,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HLQ4,packaged_uid2seq_pkl,20,092a184ccb38351567d8dbe354bb5b9585f48e1a8240e3a5093afe7da584a6b7,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HLQ6,packaged_uid2seq_pkl,16,6dcf48e1d1de403fb00c5c5bbf8e04db45da39ceee96b414b407004f2dbdc4c5,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HM14,packaged_uid2seq_pkl,122,e7caa91e95c4ee40a1bf34fc76cf2725ff5eed8861bd5b528d8f46e8887c0a02,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HM48,packaged_uid2seq_pkl,26,87521911f3d01e63819e0a41a03bc0c538fdc5184843c345d394f3feec560346,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HM50,packaged_uid2seq_pkl,18,b7e62d32f24eb9786b8e7599f8ec6b25578c30e736ac014f93c4cdc1c4e54166,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HM53,packaged_uid2seq_pkl,510,ed2ddf436ebdc180fc5d7ca3ab7748d82a0110be035f0984bbc44551718cc4f7,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HM79,packaged_uid2seq_pkl,95,6f748b6c6acf5206c1e449f978d6af1e3ecc175fda037d0a20b677d4a123dace,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HMB0,packaged_uid2seq_pkl,370,c58b58b2b53f4476e04914f39ed9d39b2bfef811ac6d276fb04e1ba958d55912,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HMB1,packaged_uid2seq_pkl,417,fb196884a01e90b94f6444d84855ec4f68cf99d585fd4428baab0f8e762718cb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HMB2,packaged_uid2seq_pkl,122,e964bb8c4a20c4e792269303091d3a788cdc5b9d9ec8b6173d76549cde3e8472,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0HMD9,packaged_uid2seq_pkl,263,9c1e668c6f38602c788bb8303e6683a5269f3afe52684cb7a7d4ed2d2985b67a,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0QRY8,packaged_uid2seq_pkl,133,0637955914ba0e350f60acc3fff8e33410deb7200443471d4b324fe4610747e6,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0SPC1,packaged_uid2seq_pkl,269,cd3fe68889910b4e941ad95fa915e37d8f30ddfaa3e4cb73d1ef26eb0bad7f96,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C0ZGF5,packaged_uid2seq_pkl,133,a666c110f6d370a0432748822f8eb3dbdac5a7dd53ba3a8a50f5c53f9b07fc17,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1AFM7,packaged_uid2seq_pkl,266,ba1a4c21349d265ba2e490f4025b24a750b596e48b618c08ecea45b61e261796,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1AGC8,packaged_uid2seq_pkl,99,9c7bc577e16b9567bbcd578e43c9cde6e0a4452814e02ba7498e3ee1bf5f8781,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1AM02,packaged_uid2seq_pkl,318,0440a08e0600478ec0f001e0d61550a96e6a1f43381310d9e0cf247f42d79abb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1AMF4,packaged_uid2seq_pkl,94,4148e79c407d1c06b0249909c274d9f330ec512a1c393386ac5322dcd92fef91,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1AND1,packaged_uid2seq_pkl,344,2f5afa6c183bf158095d732abac94e2ec01de93486016432376bbf0d8d216164,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1APC5,packaged_uid2seq_pkl,100,f219bd26e730125168577ee60539249a32ad4573fbf2d782632c1443a40e1bc5,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1APC6,packaged_uid2seq_pkl,104,916ace03045f44b93d50d9477e35f6dc03a4ac8df7bcab4d9169a375bf753457,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1AXZ0,packaged_uid2seq_pkl,100,b52206b0722e407a538aa83edab38eed2ff42e791a5b51bc3a8289e6dfa88f54,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1AXZ1,packaged_uid2seq_pkl,104,f344374972d10c1df971fd06e7346bc7557e313ee6b5ecf186a64d373d4969e2,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1C6Y5,packaged_uid2seq_pkl,364,65ee7cb2930e8f0003f4ce25d33a78a7e5e53b7ec2d67aa33e854d94380b1b7c,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1CE03,packaged_uid2seq_pkl,364,9731a218f6e2b7d209c710a0c1c70a77eb2e65a99b01def9c6d91565e87f0bcb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1CRD1,packaged_uid2seq_pkl,364,7a98b405ac2dd1dd1e2a8b26c61dd2c4928bf2c7e0eb73e06999a1e765900ff4,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1D0J7,packaged_uid2seq_pkl,96,ccc3fae4438ad80907a836c8d038c559aaebac328966db3a8067a793ba0c640c,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1D5N0,packaged_uid2seq_pkl,95,7b6f9571755eccf1ba2f81475578a90b5a765ee8f2e2301758817ce4c292683f,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1DNK5,packaged_uid2seq_pkl,101,a03ebc037d88cb7e099353bcdd63efdf8f7efd6bcf56941d2759b31bd0988e2e,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1DQ38,packaged_uid2seq_pkl,95,b50625c2f213433bf73c9b70aaa036eac809b78e48013ce676e959acf17628b8,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1EV87,packaged_uid2seq_pkl,96,682646c6e4be263f8b7e4b72d0d99d4a6eadd9745a7658a8a52382c65dd4b881,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1F425,packaged_uid2seq_pkl,92,3401a54fd7a67614763efc7e6f6abaf2d8ae683e4f199264bb248aff00b77d50,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1FW06,packaged_uid2seq_pkl,101,7bb46252fb933f838cc67d4b25fab037283028db2220f3342f002f2c8cd3324b,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1IWT2,packaged_uid2seq_pkl,668,92008646e204c731e6162b482a2be548e73b62c5440ea38b29ad634db2483671,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1KW55,packaged_uid2seq_pkl,97,3f39dd35b8a89a2d1b2dec62a1b176f8ac5e7da7f5a9547c159eafa249946cce,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C1L0J0,packaged_uid2seq_pkl,103,82a0b6e2700e92f0f4586f6107029fb5daa731028b8c788062a9cab3726cfe65,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3K5A5,packaged_uid2seq_pkl,100,3d6a3af2ad4a4ca26e833c929b6f2d824d752b162bdb932c5a963ea91a425b91,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3K6Y5,packaged_uid2seq_pkl,95,3562568fc3f2b20ebdfb46065881fadcec74f9916a056df52771b5028927d998,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MAA2,packaged_uid2seq_pkl,95,5e78c4bd1c9d8da0a5e6148f65de4433230188746a57aad219273f68c4c844b8,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MAI8,packaged_uid2seq_pkl,105,57de1cfb691f06aece8813824116fdd2034095a537b46b70caff434aec64ce2f,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MGX4,packaged_uid2seq_pkl,101,c75d1a9feef272630349fb2f107a56ddfeeae9c12b534b63e29e4b792f1fdcf8,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MGX6,packaged_uid2seq_pkl,100,515707bc7e44d77c4457f9bcb7ac590e8947970d0ac2146191e16acc65bf50fd,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MPQ0,packaged_uid2seq_pkl,97,797079723c010375ed878ec016da39f93d2a888de7946765808a9b3cbc3335fb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MQJ5,packaged_uid2seq_pkl,122,ec784c960d1137342ede5b1f8dc5a2208766eddb04d27102a88ebecbb60be895,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MTL3,packaged_uid2seq_pkl,99,6125496fb623d8b507d65ed2247ebda5125aab5f29137d591925a6c15502ee6d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MUB4,packaged_uid2seq_pkl,165,fbd3bd86f8477a33373fdb8b036135030c76cffb597706ed733f1d1caee79b66,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MW73,packaged_uid2seq_pkl,122,ec784c960d1137342ede5b1f8dc5a2208766eddb04d27102a88ebecbb60be895,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MYP4,packaged_uid2seq_pkl,97,797079723c010375ed878ec016da39f93d2a888de7946765808a9b3cbc3335fb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3MZU9,packaged_uid2seq_pkl,99,6125496fb623d8b507d65ed2247ebda5125aab5f29137d591925a6c15502ee6d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3N5C6,packaged_uid2seq_pkl,97,797079723c010375ed878ec016da39f93d2a888de7946765808a9b3cbc3335fb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3NDY0,packaged_uid2seq_pkl,97,797079723c010375ed878ec016da39f93d2a888de7946765808a9b3cbc3335fb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3NHS3,packaged_uid2seq_pkl,97,797079723c010375ed878ec016da39f93d2a888de7946765808a9b3cbc3335fb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3NMW1,packaged_uid2seq_pkl,165,256eb8efaa437c57e95824868c69a4e9af8753c61deba27f93ee4efd54222498,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C3RZA1,packaged_uid2seq_pkl,433,c5c225c01981bf78b9778d08d9889d1e86c223dec28bd593047becfb573fad86,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4JF75,packaged_uid2seq_pkl,840,283859eefca3e4809425d06f9963b482f4de65997a08b2445555503fd1644190,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4JF77,packaged_uid2seq_pkl,585,b30489d046ae752e6f536aac043fd19b02631f89a6bda06038eb9cc42ab86c17,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4JF78,packaged_uid2seq_pkl,339,fef1ea76cc3c1b8ead19b5966304854e2dff5d588cc2dc16d89f153c23a011fb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4JF79,packaged_uid2seq_pkl,619,4d7554c6eacdcaff86d288def652bda5d1900e30370099bb3fec4d9d03add0e5,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4JF81,packaged_uid2seq_pkl,657,6e3652a6823f78a064a533fe67dad224e488a1f6e6750b8027e65e3a30e96d43,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4JF82,packaged_uid2seq_pkl,666,d1e1a265cb842ea34b1bc6e93f07eb378c6752e759817ac735e75e128bbd844c,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4K0R3,packaged_uid2seq_pkl,100,ea4575305f3a1313ef76bb1efc984d1ffe2c105e5cfcc70d61163177b3280db5,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4KGZ2,packaged_uid2seq_pkl,97,797079723c010375ed878ec016da39f93d2a888de7946765808a9b3cbc3335fb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4KJC1,packaged_uid2seq_pkl,99,6125496fb623d8b507d65ed2247ebda5125aab5f29137d591925a6c15502ee6d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4KKU5,packaged_uid2seq_pkl,165,fbd3bd86f8477a33373fdb8b036135030c76cffb597706ed733f1d1caee79b66,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4L7X3,packaged_uid2seq_pkl,106,7257cddd82449e9fc0999ee3494e1cb868d5e74fa321aac0e063f337bef30c1f,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4LF65,packaged_uid2seq_pkl,100,7fdaee188bfaaaa641cb67ba500f7c958a8e8b847949bc9f2c8729af55315e45,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4R8Q1,packaged_uid2seq_pkl,152,814594a56a4aca4414d2a143e4edfd3d32cecaf0510e60f44a042047cfeda1c3,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4XGU1,packaged_uid2seq_pkl,123,353260d05a96921eaba08cb3a0f33aa2f022c278fc36febd50630890e99a9f11,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4Z1K1,packaged_uid2seq_pkl,164,8e2cdaea6f740fec82003118d59e3dac779e0234c55cc7999add6435baedb3fd,true,true,true,BLOCKED_AFDB_P2RANK_NO_POCKET,OLD_POOL_WITHOUT_POCKET_INTERSECT_FINAL_MISSING,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C4ZX13,packaged_uid2seq_pkl,295,d4785399ebb560b93d3165910e77d18ab732d49ecc77077f09226724f2e9db25,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5A6E5,packaged_uid2seq_pkl,395,96ef8ea46bb123ef617487a484af65a8d923c422300da83587f6f81f0fda9019,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5B8H7,packaged_uid2seq_pkl,100,bf2c3f8f1fb8f6101053f20a265949c97d7d896d7b49b9630ab6abbb9f754186,true,true,true,BLOCKED_AFDB_P2RANK_NO_POCKET,ALPHAFILL_SUCCESS_NO_POCKET_INTERSECT_FINAL_MISSING,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5C2F6,packaged_uid2seq_pkl,98,1a40eee756a324f3eeb1cf15938abc80a0c4aa4d2b0ceac3cb6e2247de3d6d5e,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5C3D1,packaged_uid2seq_pkl,212,b10674f26fd3ebc2212cf4c2aaa50549ba1ee2babd080e5034f9e8ea99e11177,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5C8U1,packaged_uid2seq_pkl,100,f995e733bf0be51f49b38cb47af9fd8c599a9606f0b82ce423933f0e2bb04ccb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5C9I3,packaged_uid2seq_pkl,98,b2e6cfa2c37422ac0355ab9e9e400bfcea72f8ce6a6a60e665d5c54b8e72bb51,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5CY41,packaged_uid2seq_pkl,99,c297f6164d4458c05651ef3cdf91fb4072002b74b4b04ee195fb8030c4347473,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5D646,packaged_uid2seq_pkl,124,a6b10c3cd807d52fdf32314bdc94383742bf88463cc1da672d207b54a1c98828,true,false,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5D6M6,packaged_uid2seq_pkl,310,ec8e11591c59a3150cec6872c042d7ad77b4f0f5ff3a0cd8a89090454ab04031,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5G6H8,packaged_uid2seq_pkl,163,66b97fc94e913cec865dd9547a6b26f45533dacfdae55dbabbe5ff05c1cca925,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5IY43,packaged_uid2seq_pkl,776,e2c6f1bead2ef8a557136558a8ec070339d07ebb4925ef61b63844dc3159fe19,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5IY46,packaged_uid2seq_pkl,670,ff4277352268c6ac34a69dde79be79060e7f4b6caad67dee2a02c81e58035db3,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5IY48,packaged_uid2seq_pkl,780,479bd04a29baf92cc6d93d9f2c522f6b5d7a7f25e4edb698bd3698b57d1df84b,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5MR76,packaged_uid2seq_pkl,107,9b6ceb842a92c4daf2e9899c4fc70734536969d2e135a330b0230d9b3d196226,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C5WR30,packaged_uid2seq_pkl,146,2aea0f8b86a8568279ad7bd68032b16b3a2ea2aa4fbb6270a2851d3cdeb683ae,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C6E5Z5,packaged_uid2seq_pkl,343,32e38af621befd201ec7a24587f5296e992f568a61cfb391105aaffaefe9e9ed,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C6KEM4,packaged_uid2seq_pkl,506,3b77dd6d93856c526146772d69e659af2704e6ae90505e33d2d2dc5e388dc316,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C6SZ50,packaged_uid2seq_pkl,211,42d591b72a59644dce840573d469e04fad803877d6364e70afe70b2cffcfd7ad,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C7G3A0,packaged_uid2seq_pkl,391,0978b6aa24b93f47a622b7e24944846819b251317596305abb139950969c540e,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C7M8J5,packaged_uid2seq_pkl,333,27d70ef70b1e05efb4edd9f772e95f338a911fbeff53d81928bf3b959e4fbb62,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C7M8J6,packaged_uid2seq_pkl,420,dd4259a5352210ed873f594b99e98145868737457d8a910589f73654ca4ff470,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C8XPS0,packaged_uid2seq_pkl,595,edcef304f74b87dddd18d97c5de9ef030993273e80cf81384c3bab7c9c410898,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C8YTM5,packaged_uid2seq_pkl,505,7e27f236945cf4e7064c190ffc4593578d3e7a3f025c44148267ad5c3c553414,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C9DG80,packaged_uid2seq_pkl,310,ae2690f6b71f4f7447a7f060a68d172e51974c76802a223ea750a420dd9ca227,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C9DGK1,packaged_uid2seq_pkl,357,1cce185a3dc614a26f21a2caf08afe087945df4ca25d58c8f62f1eb4faa26dc1,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
C9ZDC6,packaged_uid2seq_pkl,406,3e3391890106d9014a14c4949eb5b54ed47197493e66bae361da2ed6ecf49a16,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
D0EZM8,packaged_uid2seq_pkl,781,3c76c728924ab7475cc19d019750c079777ae0c95156e457f4d76cc464939dae,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
D0V3Y4,packaged_uid2seq_pkl,349,00efc6c2e5422c4f2b0f74d4063c3d60a8a7eabbed94b598be27d3956e3d1daf,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
D1L2Y9,packaged_uid2seq_pkl,186,159a4d4bfae4ee3e784f9878d4ee9e13f7e1a978cab2e285e16f89f5885c7ead,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
D2HD32,packaged_uid2seq_pkl,206,c95792e1a5d398b7b2212f1c98909e86d843466fffd752fece7f099ebe66260f,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
D2I2M6,packaged_uid2seq_pkl,392,7ee82b1071eb631e3366bda901e0814c4e61aeb6bc37bd4be61d90143f664841,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
D3DFS4,packaged_uid2seq_pkl,334,8efb5e84ef8fc1dc3d7a21f235850685e12dc5f92e332a6033ffebcc58b6586d,true,true,true,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,OLD_POOL_WITH_POCKET_INTERSECT_FINAL_MISSING,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
D3KY98,packaged_uid2seq_pkl,350,ab6b8f525c4405adcc9e2f43d65d1e3b7ba98c49c094274d62c7598adf3167f9,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
D3KY99,packaged_uid2seq_pkl,350,eb34cba3b7fb0978ee2d1c38b61609ae6c3a42ab20fbede454282994e42abb54,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
D3KYA0,packaged_uid2seq_pkl,358,b42926ade645f070c913bd00eaccaa6a9eecc7a916f573ff2ef68122889f81c1,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
D3XDS2,packaged_uid2seq_pkl,643,46418868360ea66299b0f9c647c6608d85b158dc9dca44da3ef08adf12f84a2a,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
