UniprotID,sequence_fetch_sec,structure_fetch_sec,p2rank_sec,esm2_3b_sec,gvp_sec,loader_validation_sec,per_uid_total_wall_sec,final_status
C4K0R3,0,0,0,0,0,0,6.3565919399261475,BLOCKED_AFDB_P2RANK_NO_POCKET
C4KGZ2,0,0,0,0,0,0,5.331993579864502,BLOCKED_AFDB_P2RANK_NO_POCKET
C4KJC1,0,0,0,0,0,0,5.326867341995239,BLOCKED_AFDB_P2RANK_NO_POCKET
C4KKU5,0,0,0,0,0,0,5.857276439666748,BLOCKED_AFDB_P2RANK_NO_POCKET
C4L7X3,0,0,0,0,0,0,5.330924987792969,BLOCKED_AFDB_P2RANK_NO_POCKET
C4LF65,0,0,0,0,0,0,5.278446435928345,BLOCKED_AFDB_P2RANK_NO_POCKET
C4R8Q1,0,0,0,0,0,0,5.795778036117554,BLOCKED_AFDB_P2RANK_NO_POCKET
C4XGU1,0,0,0,0,0,0,7.085273504257202,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C4Z1K1,0,0,0,0,0,0,5.83039402961731,BLOCKED_AFDB_P2RANK_NO_POCKET
C4ZX13,0,0,0,0,0,0,7.788410902023315,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C5A6E5,0,0,0,0,0,0,7.895639657974243,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C5B8H7,0,0,0,0,0,0,5.278548240661621,BLOCKED_AFDB_P2RANK_NO_POCKET
C5C2F6,0,0,0,0,0,0,6.937546491622925,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C5C3D1,0,0,0,0,0,0,8.390891313552856,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C5C8U1,0,0,0,0,0,0,5.973131895065308,BLOCKED_AFDB_P2RANK_NO_POCKET
C5C9I3,0,0,0,0,0,0,5.382761001586914,BLOCKED_AFDB_P2RANK_NO_POCKET
C5CY41,0,0,0,0,0,0,5.276656866073608,BLOCKED_AFDB_P2RANK_NO_POCKET
C5D646,0,0,0,0,0,0,5.762528419494629,BLOCKED_AFDB_P2RANK_NO_POCKET
C5D6M6,0,0,0,0,0,0,7.936832427978516,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C5G6H8,0,0,0,0,0,0,7.455150604248047,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C5IY43,0,0,0,0,0,0,1.6016700267791748,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
C5IY46,0,0,0,0,0,0,1.9237983226776123,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
C5IY48,0,0,0,0,0,0,1.8735876083374023,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
C5MR76,0,0,0,0,0,0,6.9686384201049805,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C5WR30,0,0,0,0,0,0,6.3459742069244385,BLOCKED_AFDB_P2RANK_NO_POCKET
C6E5Z5,0,0,0,0,0,0,1.6382479667663574,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
C6KEM4,0,0,0,0,0,0,8.598617792129517,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C6SZ50,0,0,0,0,0,0,7.470274209976196,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C7G3A0,0,0,0,0,0,0,8.418190717697144,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C7M8J5,0,0,0,0,0,0,8.175244808197021,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C7M8J6,0,0,0,0,0,0,8.211675643920898,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C8XPS0,0,0,0,0,0,0,1.6471142768859863,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
C8YTM5,0,0,0,0,0,0,8.834991693496704,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
C9DG80,0,0,0,0,0,0,1.6409363746643066,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
C9DGK1,0,0,0,0,0,0,1.7385642528533936,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
C9ZDC6,0,0,0,0,0,0,8.42530083656311,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D0EZM8,0,0,0,0,0,0,1.5803563594818115,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
D0V3Y4,0,0,0,0,0,0,8.076534271240234,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D1L2Y9,0,0,0,0,0,0,1.6520328521728516,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
D2HD32,0,0,0,0,0,0,5.859203338623047,BLOCKED_AFDB_P2RANK_NO_POCKET
D2I2M6,0,0,0,0,0,0,8.43588924407959,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D3DFS4,0,0,0,0,0,0,7.870297908782959,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D3KY98,0,0,0,0,0,0,8.45256233215332,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D3KY99,0,0,0,0,0,0,9.285234689712524,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D3KYA0,0,0,0,0,0,0,7.796242952346802,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D3XDS2,0,0,0,0,0,0,2.990612030029297,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
D3ZKU7,0,0,0,0,0,0,5.5768067836761475,BLOCKED_AFDB_P2RANK_NO_POCKET
D3ZMY7,0,0,0,0,0,0,8.789804458618164,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D4A7C0,0,0,0,0,0,0,8.196324110031128,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D4GSC3,0,0,0,0,0,0,8.720329284667969,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D4GVK8,0,0,0,0,0,0,7.3574440479278564,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D4GW96,0,0,0,0,0,0,7.6401495933532715,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D4GYV5,0,0,0,0,0,0,7.928312540054321,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D4GZN2,0,0,0,0,0,0,8.69079875946045,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D4N3P2,0,0,0,0,0,0,1.7129335403442383,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
D4N500,0,0,0,0,0,0,7.993624687194824,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D5AKX4,0,0,0,0,0,0,8.507987976074219,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D5AKX5,0,0,0,0,0,0,8.029447793960571,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D5AKX6,0,0,0,0,0,0,7.675887107849121,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D5AQY6,0,0,0,0,0,0,7.536985635757446,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D7STK2,0,0,0,0,0,0,5.761016607284546,BLOCKED_AFDB_P2RANK_NO_POCKET
D8LQS7,0,0,0,0,0,0,8.45034384727478,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D8QZ31,0,0,0,0,0,0,9.306247472763062,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D8S724,0,0,0,0,0,0,8.588886260986328,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D9ICP2,0,0,0,0,0,0,1.62846040725708,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
D9XF46,0,0,0,0,0,0,9.473998069763184,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
D9YT79,0,0,0,0,0,0,8.052528619766235,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
E1B8U2,0,0,0,0,0,0,8.346827983856201,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
E1BR24,0,0,0,0,0,0,8.29861855506897,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
E1FU46,0,0,0,0,0,0,5.7439634799957275,BLOCKED_AFDB_P2RANK_NO_POCKET
E1XT70,0,0,0,0,0,0,1.7564091682434082,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
E1XTJ1,0,0,0,0,0,0,1.5749173164367676,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
E1XTK3,0,0,0,0,0,0,1.5957446098327637,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
E1XTK6,0,0,0,0,0,0,1.62776517868042,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
E2RK33,0,0,0,0,0,0,8.654626846313477,BLOCKED_AFDB_P2RANK_NO_POCKET
E3MIE2,0,0,0,0,0,0,6.1474738121032715,BLOCKED_AFDB_P2RANK_NO_POCKET
E3SEW0,0,0,0,0,0,0,1.571343183517456,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
E3WSB5,0,0,0,0,0,0,6.8039538860321045,BLOCKED_AFDB_P2RANK_NO_POCKET
E5A7E2,0,0,0,0,0,0,7.975873708724976,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
E5EYS5,0,0,0,0,0,0,1.6225335597991943,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
E7E2N8,0,0,0,0,0,0,7.707310676574707,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
E7FHH1,0,0,0,0,0,0,8.840948343276978,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
E7FL15,0,0,0,0,0,0,7.687945604324341,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
E9Q9D5,0,0,0,0,0,0,7.690161228179932,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
E9QY26,0,0,0,0,0,0,10.006710052490234,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
F0LJX3,0,0,0,0,0,0,9.757598638534546,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
F0NF15,0,0,0,0,0,0,9.97013521194458,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
F1QWW8,0,0,0,0,0,0,8.136317014694214,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
F2Z9C1,0,0,0,0,0,0,1.6492397785186768,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
F4HWU0,0,0,0,0,0,0,8.180723667144775,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
F5HAW0,0,0,0,0,0,0,1.6701874732971191,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
F5HB62,0,0,0,0,0,0,4.399760007858276,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
F5HGH5,0,0,0,0,0,0,1.622899055480957,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
F5L3T2,0,0,0,0,0,0,5.738458156585693,BLOCKED_AFDB_P2RANK_NO_POCKET
F8SJR0,0,0,0,0,0,0,1.7290635108947754,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
F8U969,0,0,0,0,0,0,8.504703044891357,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
F8U970,0,0,0,0,0,0,9.414992809295654,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
F8U971,0,0,0,0,0,0,8.428655862808228,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
F8U972,0,0,0,0,0,0,8.33128023147583,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G1TNM3,0,0,0,0,0,0,8.865951299667358,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G1X456,0,0,0,0,0,0,18.304328441619873,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G1XJZ4,0,0,0,0,0,0,7.794495105743408,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G3FFN4,0,0,0,0,0,0,1.7266111373901367,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
G3FFN6,0,0,0,0,0,0,1.656048059463501,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
G3XCZ8,0,0,0,0,0,0,7.261075735092163,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G3XD67,0,0,0,0,0,0,5.298075199127197,BLOCKED_AFDB_P2RANK_NO_POCKET
G4MSY9,0,0,0,0,0,0,8.829241037368774,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G4MYB0,0,0,0,0,0,0,9.297429323196411,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G4N954,0,0,0,0,0,0,8.23157024383545,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G4NCP4,0,0,0,0,0,0,7.562504291534424,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G5EI58,0,0,0,0,0,0,8.148625612258911,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G7IFI7,0,0,0,0,0,0,7.541986465454102,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
G9JJU2,0,0,0,0,0,0,1.6284117698669434,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
G9MQI4,0,0,0,0,0,0,7.730744361877441,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
H0QPL8,0,0,0,0,0,0,5.419548749923706,BLOCKED_AFDB_P2RANK_NO_POCKET
I1MRZ6,0,0,0,0,0,0,7.027694940567017,BLOCKED_AFDB_P2RANK_NO_POCKET
I1S050,0,0,0,0,0,0,8.326783180236816,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
I3R7F2,0,0,0,0,0,0,5.15485143661499,BLOCKED_AFDB_P2RANK_NO_POCKET
I6L8L7,0,0,0,0,0,0,8.522250890731812,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
I6TCK3,0,0,0,0,0,0,9.41322374343872,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
I6UF18,0,0,0,0,0,0,7.429515361785889,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
I6UH61,0,0,0,0,0,0,7.794407844543457,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
I6XHJ3,0,0,0,0,0,0,9.178953886032104,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
I7K316,0,0,0,0,0,0,1.5646812915802002,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
J3KAS1,0,0,0,0,0,0,8.750105619430542,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
J3KAS2,0,0,0,0,0,0,9.647952318191528,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
J3KAS3,0,0,0,0,0,0,9.020928144454956,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
J8G6Z1,0,0,0,0,0,0,8.485650300979614,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
J9VED5,0,0,0,0,0,0,8.590569019317627,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
K4PZA7,0,0,0,0,0,0,8.272514820098877,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
L7F3F8,0,0,0,0,0,0,8.411252975463867,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
L7IKV1,0,0,0,0,0,0,9.153118371963501,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
L7WGA7,0,0,0,0,0,0,1.568629503250122,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
M1EAP5,0,0,0,0,0,0,1.9274635314941406,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
M3B4Q3,0,0,0,0,0,0,8.690885782241821,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
M5AAG8,0,0,0,0,0,0,1.949645757675171,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
M7TBG7,0,0,0,0,0,0,7.998674631118774,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O00571,0,0,0,0,0,0,9.270853281021118,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O02611,0,0,0,0,0,0,7.31866192817688,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O02705,0,0,0,0,0,0,9.915478706359863,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O02827,0,0,0,0,0,0,1.656468391418457,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O03063,0,0,0,0,0,0,1.5758543014526367,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O03067,0,0,0,0,0,0,1.5685219764709473,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O03070,0,0,0,0,0,0,1.569462537765503,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O03073,0,0,0,0,0,0,1.672236442565918,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O03077,0,0,0,0,0,0,2.649993658065796,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O03085,0,0,0,0,0,0,2.1231398582458496,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O04986,0,0,0,0,0,0,7.193090200424194,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O05413,0,0,0,0,0,0,8.377833127975464,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O05505,0,0,0,0,0,0,5.242278337478638,BLOCKED_AFDB_P2RANK_NO_POCKET
O05755,0,0,0,0,0,0,5.338664293289185,BLOCKED_AFDB_P2RANK_NO_POCKET
O06350,0,0,0,0,0,0,8.18983268737793,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O07244,0,0,0,0,0,0,7.39706015586853,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O07824,0,0,0,0,0,0,1.663783073425293,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O08453,0,0,0,0,0,0,8.264464616775513,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O08615,0,0,0,0,0,0,5.021605491638184,BLOCKED_AFDB_P2RANK_NO_POCKET
O10269,0,0,0,0,0,0,2.5662057399749756,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O10273,0,0,0,0,0,0,1.6981008052825928,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O10274,0,0,0,0,0,0,1.575314998626709,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O10340,0,0,0,0,0,0,1.555342197418213,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O12944,0,0,0,0,0,0,9.01670789718628,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O13010,0,0,0,0,0,0,1.6437463760375977,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O13434,0,0,0,0,0,0,1.7676951885223389,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O13525,0,0,0,0,0,0,7.940897226333618,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O13762,0,0,0,0,0,0,9.441663980484009,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O13899,0,0,0,0,0,0,8.720868349075317,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O14442,0,0,0,0,0,0,8.40038537979126,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O14443,0,0,0,0,0,0,7.6558427810668945,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O14929,0,0,0,0,0,0,8.237669229507446,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O14965,0,0,0,0,0,0,8.856062889099121,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O15523,0,0,0,0,0,0,9.232141733169556,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O15770,0,0,0,0,0,0,9.07300329208374,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O15821,0,0,0,0,0,0,8.331447124481201,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O18750,0,0,0,0,0,0,9.26041316986084,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O18851,0,0,0,0,0,0,4.9405677318573,BLOCKED_AFDB_P2RANK_NO_POCKET
O19098,0,0,0,0,0,0,4.837356090545654,BLOCKED_AFDB_P2RANK_NO_POCKET
O22000,0,0,0,0,0,0,1.6159696578979492,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O23051,0,0,0,0,0,0,10.045294284820557,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O23939,0,0,0,0,0,0,1.6042964458465576,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O26271,0,0,0,0,0,0,6.378679513931274,BLOCKED_AFDB_P2RANK_NO_POCKET
O26377,0,0,0,0,0,0,7.857854127883911,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O27225,0,0,0,0,0,0,5.661455154418945,BLOCKED_AFDB_P2RANK_NO_POCKET
O27226,0,0,0,0,0,0,5.052349805831909,BLOCKED_AFDB_P2RANK_NO_POCKET
O27228,0,0,0,0,0,0,5.572897672653198,BLOCKED_AFDB_P2RANK_NO_POCKET
O27753,0,0,0,0,0,0,8.270634651184082,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O27830,0,0,0,0,0,0,9.29154109954834,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O28185,0,0,0,0,0,0,5.482943296432495,BLOCKED_AFDB_P2RANK_NO_POCKET
O28338,0,0,0,0,0,0,5.562505483627319,BLOCKED_AFDB_P2RANK_NO_POCKET
O28663,0,0,0,0,0,0,5.29460334777832,BLOCKED_AFDB_P2RANK_NO_POCKET
O30334,0,0,0,0,0,0,5.255050897598267,BLOCKED_AFDB_P2RANK_NO_POCKET
O30642,0,0,0,0,0,0,1.6373178958892822,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O31294,0,0,0,0,0,0,7.703666925430298,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O32378,0,0,0,0,0,0,1.6527540683746338,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O32414,0,0,0,0,0,0,1.5748376846313477,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O32518,0,0,0,0,0,0,1.5597691535949707,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O32868,0,0,0,0,0,0,5.081772565841675,BLOCKED_AFDB_P2RANK_NO_POCKET
O34928,0,0,0,0,0,0,7.492661714553833,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O35448,0,0,0,0,0,0,7.860818147659302,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O35492,0,0,0,0,0,0,8.745229721069336,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O35795,0,0,0,0,0,0,8.976863861083984,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O36371,0,0,0,0,0,0,1.696056842803955,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O36385,0,0,0,0,0,0,1.6013658046722412,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O36404,0,0,0,0,0,0,1.8689990043640137,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O36410,0,0,0,0,0,0,1.6021270751953125,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O36411,0,0,0,0,0,0,1.6099870204925537,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O37319,0,0,0,0,0,0,1.5626354217529297,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O39828,0,0,0,0,0,0,1.6895787715911865,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O40619,0,0,0,0,0,0,1.6536879539489746,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O41033,0,0,0,0,0,0,1.5780959129333496,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O41136,0,0,0,0,0,0,1.9207119941711426,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O41156,0,0,0,0,0,0,1.56630277633667,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O42411,0,0,0,0,0,0,1.6874663829803467,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O42412,0,0,0,0,0,0,1.8757457733154297,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O42449,0,0,0,0,0,0,1.6771972179412842,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O43272,0,0,0,0,0,0,8.567723512649536,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O43463,0,0,0,0,0,0,9.371333360671997,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O43716,0,0,0,0,0,0,5.706299543380737,BLOCKED_AFDB_P2RANK_NO_POCKET
O44111,0,0,0,0,0,0,20.811380624771118,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O46420,0,0,0,0,0,0,9.104801654815674,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O48500,0,0,0,0,0,0,1.579958438873291,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O49338,0,0,0,0,0,0,9.328591346740723,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O50224,0,0,0,0,0,0,9.116243362426758,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O50330,0,0,0,0,0,0,9.534655332565308,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O50338,0,0,0,0,0,0,8.130127668380737,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O50533,0,0,0,0,0,0,7.938122034072876,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O51215,0,0,0,0,0,0,2.763101100921631,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O51291,0,0,0,0,0,0,1.587662935256958,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O51318,0,0,0,0,0,0,5.3190484046936035,BLOCKED_AFDB_P2RANK_NO_POCKET
O51799,0,0,0,0,0,0,7.050719499588013,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O51900,0,0,0,0,0,0,8.074737548828125,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O53561,0,0,0,0,0,0,7.46894645690918,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O53873,0,0,0,0,0,0,9.691962718963623,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O54030,0,0,0,0,0,0,5.68648886680603,BLOCKED_AFDB_P2RANK_NO_POCKET
O54457,0,0,0,0,0,0,5.411384344100952,BLOCKED_AFDB_P2RANK_NO_POCKET
O54864,0,0,0,0,0,0,8.203460216522217,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O55026,0,0,0,0,0,0,8.015383243560791,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
O55102,0,0,0,0,0,0,6.350756645202637,BLOCKED_AFDB_P2RANK_NO_POCKET
O55716,0,0,0,0,0,0,1.8809480667114258,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O57175,0,0,0,0,0,0,2.5547025203704834,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O57177,0,0,0,0,0,0,2.841444253921509,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
O57179,0,0,0,0,0,0,2.4801526069641113,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
