UniprotID,f3_missing_valid_pocket_member,final_missing_pocket_member,phase1_100uid_member,phase1_result_if_any,sampling_stratum_if_available,sequence_source,sequence_length,sequence_sha256,pre_attempt_esm2_3b_cache_status,pre_attempt_pocket_node_cache_status,pre_attempt_gvp_cache_status,afdb_structure_status,afdb_http_status,afdb_model_version,afdb_structure_sha256,accession_review_status,reviewed_accession_candidate,reviewed_accession_action,p2rank_status,p2rank_version,p2rank_command,p2rank_top_pocket_rank,p2rank_top_pocket_score,p2rank_pocket_residue_count,pocket_source,evidence_tier,esm2_3b_status,esm_node_feature_shape,gvp_status,same_pocket_for_esm_node_and_gvp,loader_validation_called,loader_validation_status,dataset_len,dataset0_constructed,staged_asset_manifest_rows,formal_assets_mutated,production_pool_mutated,production_d4_mutated,final_status,final_status_reason,retryable,wall_sec,notes
C3NHS3,True,True,False,,,local_payload_uid2seq,97,797079723c010375ed878ec016da39f93d2a888de7946765808a9b3cbc3335fb,cache_miss,cache_miss,cache_miss,PASS,200,v6,4b176e2c6348636323e2074bf9c5b7bc99707619bcfd80ae90948747ab0e384a,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C3NHS3/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C3NHS3/p2rank/C3NHS3.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,7.645381927490234,
C3NMW1,True,True,False,,,local_payload_uid2seq,165,256eb8efaa437c57e95824868c69a4e9af8753c61deba27f93ee4efd54222498,cache_miss,cache_miss,cache_miss,PASS,200,v6,beefce7afc90097051060f7eabbbef1b19bdf4be9bbb47ea777f9df1f1ede26f,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C3NMW1/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C3NMW1/p2rank/C3NMW1.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,5.841832399368286,
C3RZA1,True,True,False,,,local_payload_uid2seq,433,c5c225c01981bf78b9778d08d9889d1e86c223dec28bd593047becfb573fad86,cache_miss,cache_miss,cache_miss,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,404,,,AFDB_V6_FETCH_FAILED,,,,,,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,AFDB v6 structure could not be fetched for the original UID.,True,1.5750956535339355,
C4JF75,True,True,False,,,local_payload_uid2seq,840,283859eefca3e4809425d06f9963b482f4de65997a08b2445555503fd1644190,cache_miss,cache_miss,cache_miss,PASS,200,v6,72cda3d80f8781e05d19efe208578e0a0d0848295da7e830f76000c9ace3ddf3,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_03/per_uid/C4JF75/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_03/per_uid/C4JF75/p2rank/C4JF75.ds,1,25.39,37,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[37, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,9.75490117073059,
C4JF77,True,True,False,,,local_payload_uid2seq,585,b30489d046ae752e6f536aac043fd19b02631f89a6bda06038eb9cc42ab86c17,cache_miss,cache_miss,cache_miss,PASS,200,v6,8b3ee51a28bf65c788d4d531c47f00f7b0332facbb44114ec06a37f76190cbaa,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C4JF77/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C4JF77/p2rank/C4JF77.ds,1,27.9,23,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[23, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,8.457315444946289,
C4JF78,True,True,False,,,local_payload_uid2seq,339,fef1ea76cc3c1b8ead19b5966304854e2dff5d588cc2dc16d89f153c23a011fb,cache_miss,cache_miss,cache_miss,PASS,200,v6,1dabf7884e9d70c44872d7e760d83c1081edf4afda4ed741413e8353e6c70164,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C4JF78/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C4JF78/p2rank/C4JF78.ds,1,24.74,19,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[19, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,8.355668067932129,
C4JF79,True,True,False,,,local_payload_uid2seq,619,4d7554c6eacdcaff86d288def652bda5d1900e30370099bb3fec4d9d03add0e5,cache_miss,cache_miss,cache_miss,PASS,200,v6,c5712e4020920a42991b302d2c4f64f839cb0849593428d98aed3fd9b0a188cb,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_02/per_uid/C4JF79/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_02/per_uid/C4JF79/p2rank/C4JF79.ds,1,44.67,49,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[49, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,8.899149417877197,
C4JF81,True,True,False,,,local_payload_uid2seq,657,6e3652a6823f78a064a533fe67dad224e488a1f6e6750b8027e65e3a30e96d43,cache_miss,cache_miss,cache_miss,PASS,200,v6,e3d3868b9c814174215d72f646f30216344cc51ca56e696b6b7ee0463e6f86ac,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_03/per_uid/C4JF81/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_03/per_uid/C4JF81/p2rank/C4JF81.ds,1,55.97,52,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[52, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,8.721328973770142,
C4JF82,True,True,False,,,local_payload_uid2seq,666,d1e1a265cb842ea34b1bc6e93f07eb378c6752e759817ac735e75e128bbd844c,cache_miss,cache_miss,cache_miss,PASS,200,v6,fcfd7a593f160e752e7145345de0c2549a5e9aa520b290cae5a1e7fe0e32d3ea,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C4JF82/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C4JF82/p2rank/C4JF82.ds,1,54.63,49,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[49, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,9.26941466331482,
C4K0R3,True,True,False,,,local_payload_uid2seq,100,ea4575305f3a1313ef76bb1efc984d1ffe2c105e5cfcc70d61163177b3280db5,cache_miss,cache_miss,cache_miss,PASS,200,v6,37174eddfff4b746309e6baa09a18e9baba0d6a13e82ec230d54c533c8896212,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C4K0R3/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C4K0R3/p2rank/C4K0R3.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,6.3565919399261475,
C4KGZ2,True,True,False,,,local_payload_uid2seq,97,797079723c010375ed878ec016da39f93d2a888de7946765808a9b3cbc3335fb,cache_miss,cache_miss,cache_miss,PASS,200,v6,fc62a752188b078f92a4ab0af9d2bcbdd6cb5b58724ae8b00277d54732176d00,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_02/per_uid/C4KGZ2/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_02/per_uid/C4KGZ2/p2rank/C4KGZ2.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,5.331993579864502,
C4KJC1,True,True,False,,,local_payload_uid2seq,99,6125496fb623d8b507d65ed2247ebda5125aab5f29137d591925a6c15502ee6d,cache_miss,cache_miss,cache_miss,PASS,200,v6,104ff72bbf9e2155cbc2825a34546041649408592866c2e5fb6c3752d92ae3d1,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_03/per_uid/C4KJC1/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_03/per_uid/C4KJC1/p2rank/C4KJC1.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,5.326867341995239,
C4KKU5,True,True,False,,,local_payload_uid2seq,165,fbd3bd86f8477a33373fdb8b036135030c76cffb597706ed733f1d1caee79b66,cache_miss,cache_miss,cache_miss,PASS,200,v6,5ef22dd70f91c1378d483fa8d93be2e6b3ba14353f627065d5b8d7805449e9d9,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C4KKU5/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C4KKU5/p2rank/C4KKU5.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,5.857276439666748,
C4L7X3,True,True,False,,,local_payload_uid2seq,106,7257cddd82449e9fc0999ee3494e1cb868d5e74fa321aac0e063f337bef30c1f,cache_miss,cache_miss,cache_miss,PASS,200,v6,368807a272c7045de786fca354163bcd3cc366a228e557249ac4a63bf7e26987,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C4L7X3/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C4L7X3/p2rank/C4L7X3.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,5.330924987792969,
C4LF65,True,True,False,,,local_payload_uid2seq,100,7fdaee188bfaaaa641cb67ba500f7c958a8e8b847949bc9f2c8729af55315e45,cache_miss,cache_miss,cache_miss,PASS,200,v6,978e654f28ff4250d4dd2a0035c6ea0851345a6afb0821c633e295db3558f0bc,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_02/per_uid/C4LF65/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_02/per_uid/C4LF65/p2rank/C4LF65.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,5.278446435928345,
C4R8Q1,True,True,False,,,local_payload_uid2seq,152,814594a56a4aca4414d2a143e4edfd3d32cecaf0510e60f44a042047cfeda1c3,cache_miss,cache_miss,cache_miss,PASS,200,v6,119149055b7cbfd56a2c641a8ec748d93e27d9e428eb2f532f56118ac7f1bab6,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_03/per_uid/C4R8Q1/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_03/per_uid/C4R8Q1/p2rank/C4R8Q1.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,5.795778036117554,
C4XGU1,True,True,False,,,local_payload_uid2seq,123,353260d05a96921eaba08cb3a0f33aa2f022c278fc36febd50630890e99a9f11,cache_miss,cache_miss,cache_miss,PASS,200,v6,e0127a16f22c41b5042d96b456a4a0c223c0431fa54e3750882dcb19ddc3b494,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C4XGU1/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C4XGU1/p2rank/C4XGU1.ds,1,1.26,8,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[8, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,7.085273504257202,
C4Z1K1,True,True,True,BLOCKED_AFDB_P2RANK_NO_POCKET,OLD_POOL_WITHOUT_POCKET_INTERSECT_FINAL_MISSING,local_payload_uid2seq,164,8e2cdaea6f740fec82003118d59e3dac779e0234c55cc7999add6435baedb3fd,cache_miss,cache_miss,cache_miss,PASS,200,v6,1b5dfd3f4716d5889a045d3bf3dfe3e38c13f216e464db9feb090f22df9b0baf,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C4Z1K1/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C4Z1K1/p2rank/C4Z1K1.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,5.83039402961731,
C4ZX13,True,True,False,,,local_payload_uid2seq,295,d4785399ebb560b93d3165910e77d18ab732d49ecc77077f09226724f2e9db25,cache_miss,cache_miss,cache_miss,PASS,200,v6,4c1508a99697781be019ddbf921517cf94886212449d0b4a0bb223d535de8263,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_02/per_uid/C4ZX13/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_02/per_uid/C4ZX13/p2rank/C4ZX13.ds,1,1.32,10,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[10, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,7.788410902023315,
C5A6E5,True,True,False,,,local_payload_uid2seq,395,96ef8ea46bb123ef617487a484af65a8d923c422300da83587f6f81f0fda9019,cache_miss,cache_miss,cache_miss,PASS,200,v6,59db1e5e0ef532aace0fbf7c36a0b3ebac9ce42800246bf115d2fce97b50f1c6,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_03/per_uid/C5A6E5/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_03/per_uid/C5A6E5/p2rank/C5A6E5.ds,1,147.9,94,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[94, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,7.895639657974243,
C5B8H7,True,True,True,BLOCKED_AFDB_P2RANK_NO_POCKET,ALPHAFILL_SUCCESS_NO_POCKET_INTERSECT_FINAL_MISSING,local_payload_uid2seq,100,bf2c3f8f1fb8f6101053f20a265949c97d7d896d7b49b9630ab6abbb9f754186,cache_miss,cache_miss,cache_miss,PASS,200,v6,2323d2e4d909377173917ed0e747c3b2c42bcd16714a1e424c492ce37aeb0c10,,,,BLOCKED_AFDB_P2RANK_NO_POCKET,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C5B8H7/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_00/per_uid/C5B8H7/p2rank/C5B8H7.ds,,,,,lower_evidence_predicted_pocket,,,,,False,,0,False,0,False,False,False,BLOCKED_AFDB_P2RANK_NO_POCKET,AFDB structure fetched; P2Rank ran under the approved command contract; no usable top predicted pocket residues were produced or mapped.,False,5.278548240661621,
C5C2F6,True,True,False,,,local_payload_uid2seq,98,1a40eee756a324f3eeb1cf15938abc80a0c4aa4d2b0ceac3cb6e2247de3d6d5e,cache_miss,cache_miss,cache_miss,PASS,200,v6,14fc25a36e3d9d9ed1c5978b05ec2d9e4340db52d02f0d9172fc7e7a162cffae,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C5C2F6/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_01/per_uid/C5C2F6/p2rank/C5C2F6.ds,1,0.88,7,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[7, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,6.937546491622925,
C5C3D1,True,True,False,,,local_payload_uid2seq,212,b10674f26fd3ebc2212cf4c2aaa50549ba1ee2babd080e5034f9e8ea99e11177,cache_miss,cache_miss,cache_miss,PASS,200,v6,de72f15f433d00ba33c9f613f47e5df7c244c0dea196df9217746a8f5a5449cf,,,,PASS_TOP_POCKET_MAPPED,P2Rank 2.5.1,/usrdata/EnzymeCAGE_data/tools/p2rank_2.5.1/prank predict -threads 4 -c alphafold -visualizations 0 -o /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_02/per_uid/C5C3D1/p2rank/raw /root/projects/EnzymeCAGE-master/HPC_Returned_Result_Summaries/enzymecage_m4_e2_full_4681_4gpu_sharded_continuation_20260814/shards/shard_02/per_uid/C5C3D1/p2rank/C5C3D1.ds,1,0.67,7,AFDB_P2RANK_TOP_PREDICTED_POCKET,lower_evidence_predicted_pocket,PASS,"[7, 2560]",PASS,True,True,PASS,1,True,6,False,False,False,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,"AFDB structure, P2Rank top pocket, ESM-2 3B, same-pocket GVP, and isolated loader validation all passed. Staged assets only.",False,8.390891313552856,
